time,ax,ay,az,wx,wy,wz,Bx,By,Bz
2023-10-17 22:19:32.6300,-0.3,0.28,-0.39,-0.07,0.04,0.24,6.87,101.38,-627.88
2023-10-17 22:19:32.6400,-0.32,0.21,-0.41,-0.07,0.11,0.22,7.05,100.99,-628.1
2023-10-17 22:19:32.6500,0.04,-0.2,-0.55,-0.08,0.27,0.16,6.46,101.33,-627.54
2023-10-17 22:19:32.6600,0.04,-0.2,-0.55,-0.11,0.52,0.12,6.74,101.5,-627.82
2023-10-17 22:19:32.6700,0.07,-0.12,-0.63,-0.17,0.74,0.09,6.74,101.66,-627.08
2023-10-17 22:19:32.6800,0.28,-0.24,-0.82,-0.18,0.91,0.04,6.54,100.96,-627.55
2023-10-17 22:19:32.6900,0.54,-0.33,-0.7,-0.09,0.93,-0.03,6.08,101.35,-626.78
2023-10-17 22:19:32.7000,0.6,-0.34,-0.4,-0.02,0.84,-0.06,5.86,100.35,-626.91
2023-10-17 22:19:32.7100,0.48,-0.33,-0.01,0.01,0.63,-0.03,5.73,101.1,-626.75
2023-10-17 22:19:32.7200,0.28,-0.22,0.36,-0.02,0.33,0.04,5.84,100.88,-626.93
2023-10-17 22:19:32.7300,0.03,-0.02,0.73,-0.06,0.01,0.1,5.63,100.89,-626.63
2023-10-17 22:19:32.7410,-0.21,0.07,1.15,-0.08,-0.19,0.12,5.68,100.6,-627.07
2023-10-17 22:19:32.7510,-0.39,0.11,1.23,-0.08,-0.26,0.15,5.96,101.08,-626.71
2023-10-17 22:19:32.7610,-0.42,0.22,0.93,-0.1,-0.28,0.16,5.85,100.99,-626.97
2023-10-17 22:19:32.7710,-0.33,0.15,0.61,-0.11,-0.2,0.15,5.61,100.85,-626.68
2023-10-17 22:19:32.7810,-0.1,0.02,0.36,-0.08,-0.1,0.13,5.83,100.77,-626.84
2023-10-17 22:19:32.7910,-0.06,0.0,0.18,-0.04,-0.03,0.1,5.68,101.07,-626.91
2023-10-17 22:19:32.8010,-0.08,-0.11,0.19,0.0,0.0,0.08,5.46,100.75,-627.71
2023-10-17 22:19:32.8110,-0.06,-0.18,0.3,0.03,0.01,0.05,5.28,100.67,-627.42
2023-10-17 22:19:32.8210,0.0,-0.22,0.42,0.07,-0.01,0.03,5.75,100.4,-627.52
2023-10-17 22:19:32.8310,0.04,-0.2,0.49,0.08,-0.06,0.03,5.81,100.78,-626.73
2023-10-17 22:19:32.8410,0.06,-0.18,0.53,0.08,-0.11,0.04,5.83,100.93,-627.05
2023-10-17 22:19:32.8510,0.04,-0.21,0.53,0.09,-0.11,0.04,6.04,100.9,-626.83
2023-10-17 22:19:32.8610,0.03,-0.2,0.42,0.11,-0.13,0.03,5.91,100.96,-627.88
2023-10-17 22:19:32.8710,0.04,-0.22,0.28,0.12,-0.14,0.03,5.66,101.14,-626.93
2023-10-17 22:19:32.8810,0.06,-0.28,0.22,0.12,-0.13,0.01,5.86,100.74,-627.13
2023-10-17 22:19:32.8910,0.16,-0.31,0.14,0.12,-0.09,-0.01,6.23,101.2,-627.27
2023-10-17 22:19:32.9010,0.22,-0.33,-0.02,0.12,-0.05,-0.03,6.11,100.68,-627.26
2023-10-17 22:19:32.9120,0.28,-0.35,-0.14,0.14,-0.01,-0.06,5.84,100.71,-627.57
2023-10-17 22:19:32.9220,0.37,-0.38,-0.19,0.16,0.01,-0.09,5.98,101.1,-627.27
2023-10-17 22:19:32.9320,0.45,-0.38,-0.17,0.18,0.04,-0.12,6.25,100.93,-627.51
2023-10-17 22:19:32.9420,0.44,-0.39,-0.16,0.21,0.07,-0.16,5.78,100.76,-627.1
2023-10-17 22:19:32.9520,0.32,-0.39,-0.16,0.23,0.07,-0.16,6.29,101.13,-627.56
2023-10-17 22:19:32.9620,0.21,-0.3,-0.14,0.24,0.08,-0.17,5.79,101.11,-626.72
2023-10-17 22:19:32.9720,0.18,-0.33,-0.11,0.25,0.1,-0.19,5.82,101.6,-626.75
2023-10-17 22:19:32.9820,0.03,-0.18,-0.15,0.25,0.14,-0.18,5.92,101.16,-627.24
2023-10-17 22:19:32.9920,-0.06,-0.02,-0.23,0.23,0.13,-0.14,5.54,101.34,-626.8
2023-10-17 22:19:33.0020,-0.09,0.12,-0.24,0.19,0.14,-0.11,5.76,101.61,-626.63
2023-10-17 22:19:33.0120,-0.1,0.18,-0.22,0.15,0.15,-0.09,6.04,101.27,-627.43
2023-10-17 22:19:33.0220,-0.18,0.24,-0.24,0.14,0.14,-0.08,5.89,101.53,-626.35
2023-10-17 22:19:33.0320,-0.28,0.25,-0.19,0.13,0.13,-0.03,5.78,101.79,-627.09
2023-10-17 22:19:33.0420,-0.41,0.3,-0.12,0.1,0.09,0.02,5.9,102.13,-626.31
2023-10-17 22:19:33.0520,-0.29,0.33,0.02,0.09,0.09,0.04,6.14,101.67,-626.89
2023-10-17 22:19:33.0620,-0.17,0.3,0.11,0.1,0.09,0.03,5.75,101.92,-626.36
2023-10-17 22:19:33.0720,-0.15,0.27,0.12,0.11,0.09,0.03,5.77,101.97,-626.79
2023-10-17 22:19:33.0830,-0.13,0.2,0.15,0.12,0.08,0.02,6.06,102.05,-627.01
2023-10-17 22:19:33.0930,-0.11,0.12,0.17,0.13,0.08,0.01,5.03,101.6,-627.1
2023-10-17 22:19:33.1030,-0.07,0.07,0.19,0.14,0.07,0.01,5.5,102.09,-626.36
2023-10-17 22:19:33.1130,-0.06,0.03,0.17,0.15,0.07,0.01,5.41,101.9,-626.65
2023-10-17 22:19:33.1230,-0.09,0.0,0.16,0.16,0.07,0.02,5.53,102.13,-626.36
2023-10-17 22:19:33.1330,-0.09,-0.01,0.14,0.16,0.09,0.03,5.75,102.0,-627.39
2023-10-17 22:19:33.1430,-0.06,0.01,0.15,0.18,0.11,0.01,5.42,102.83,-627.11
2023-10-17 22:19:33.1530,-0.06,-0.06,0.15,0.19,0.1,-0.01,5.38,101.56,-626.55
2023-10-17 22:19:33.1630,-0.01,-0.09,0.19,0.22,0.12,-0.03,5.59,102.42,-626.2
2023-10-17 22:19:33.1730,0.04,-0.12,0.29,0.25,0.11,-0.05,5.24,102.1,-627.05
2023-10-17 22:19:33.1830,0.05,-0.14,0.34,0.29,0.1,-0.05,5.36,102.45,-626.37
2023-10-17 22:19:33.1930,-0.03,-0.14,0.4,0.32,0.09,-0.06,5.48,102.23,-626.86
2023-10-17 22:19:33.2030,-0.01,-0.11,0.45,0.35,0.07,-0.06,5.23,102.85,-625.9
2023-10-17 22:19:33.2140,0.02,-0.09,0.46,0.36,0.05,-0.07,5.16,102.77,-625.77
2023-10-17 22:19:33.2240,0.05,-0.07,0.42,0.35,0.03,-0.07,5.08,102.52,-626.51
2023-10-17 22:19:33.2330,0.08,-0.05,0.38,0.35,0.0,-0.07,5.5,103.19,-626.77
2023-10-17 22:19:33.2430,0.04,-0.07,0.32,0.36,-0.02,-0.07,5.35,102.45,-627.22
2023-10-17 22:19:33.2530,0.02,-0.09,0.26,0.37,-0.05,-0.07,5.47,103.51,-626.13
2023-10-17 22:19:33.2640,0.01,-0.16441961109638215,0.15324265837669374,0.37,-0.05,-0.08,5.39,102.78,-626.77
2023-10-17 22:19:33.2740,0.02,-0.17,0.15,0.38,-0.05,-0.1,5.15,103.38,-626.0
2023-10-17 22:19:33.2840,0.06,-0.18,0.07,0.39,-0.05,-0.11,5.11,103.03,-626.77
2023-10-17 22:19:33.2940,0.07,-0.2,0.02,0.39,-0.04,-0.13,5.54,103.73,-626.58
2023-10-17 22:19:33.3040,0.12,-0.19,0.0,0.37,-0.05,-0.14,5.27,102.99,-626.55
2023-10-17 22:19:33.3140,0.1,-0.17,-0.04,0.34,-0.09,-0.13,5.61,104.03,-626.9
2023-10-17 22:19:33.3240,0.08,-0.13,-0.09,0.27,-0.14,-0.12,5.44,103.22,-626.61
2023-10-17 22:19:33.3340,0.06,-0.06,-0.13,0.23,-0.18,-0.11,5.39,104.14,-626.51
2023-10-17 22:19:33.3440,0.08,0.02,-0.23,0.21,-0.23,-0.1,5.41,103.53,-626.82
2023-10-17 22:19:33.3540,0.14,0.11,-0.33,0.2,-0.26,-0.1,5.44,104.45,-626.39
2023-10-17 22:19:33.3640,0.16,0.16,-0.47,0.18,-0.26,-0.1,6.04,103.84,-626.76
2023-10-17 22:19:33.3740,0.18,0.2,-0.7,0.16,-0.2,-0.11,5.61,104.25,-626.22
2023-10-17 22:19:33.3840,0.16,0.29,-0.98,0.11,-0.11,-0.12,5.5,103.7,-627.03
2023-10-17 22:19:33.3950,0.15,0.47,-1.28,0.03,0.01,-0.11,5.67,104.26,-626.48
2023-10-17 22:19:33.4040,0.18,0.75,-1.5,-0.12,0.15,-0.07,5.58,103.98,-626.89
2023-10-17 22:19:33.4140,0.18,1.12,-1.65,-0.29,0.27,0.02,5.6,104.18,-626.44
2023-10-17 22:19:33.4240,0.1,1.48,-1.67,-0.46,0.38,0.14,5.18,103.61,-626.8
2023-10-17 22:19:33.4350,-0.03,2.15,-1.08,-0.59,0.48,0.26,5.56,104.13,-626.06
2023-10-17 22:19:33.4450,-0.03,2.15,-1.08,-0.7,0.47,0.38,5.33,103.43,-626.73
2023-10-17 22:19:33.4550,0.16,2.25,-0.46,-0.8,0.42,0.47,5.18,103.45,-625.86
2023-10-17 22:19:33.4650,0.43,2.21,0.37,-0.91,0.38,0.53,5.2,102.59,-625.59
2023-10-17 22:19:33.4750,0.62,2.05,0.99,-0.97,0.32,0.55,5.26,103.19,-626.24
2023-10-17 22:19:33.4850,0.74,1.72,1.52,-0.97,0.22,0.51,5.04,101.87,-626.25
2023-10-17 22:19:33.4950,0.96,1.27,2.14,-0.88,0.12,0.41,5.04,102.53,-626.26
2023-10-17 22:19:33.5050,1.15,0.7,2.78,-0.71,0.07,0.28,5.39,101.83,-626.64
2023-10-17 22:19:33.5150,1.31,0.14,3.29,-0.45,0.11,0.14,4.59,101.98,-625.16
2023-10-17 22:19:33.5250,1.57,-0.34,3.62,-0.11,0.15,0.01,4.77,100.97,-626.01
2023-10-17 22:19:33.5350,1.64,-0.7,3.91,0.24,0.16,-0.07,4.9,101.97,-626.23
2023-10-17 22:19:33.5450,1.51,-0.84,4.35,0.6,0.11,-0.18,4.91,101.46,-626.37
2023-10-17 22:19:33.5550,1.55,-0.78,4.71,0.9,-0.08,-0.24,4.7,102.46,-625.8
2023-10-17 22:19:33.5650,1.87,-0.54,5.01,1.09,-0.3,-0.31,4.95,102.04,-625.42
2023-10-17 22:19:33.5750,1.79,-0.7,5.13,1.22,-0.46,-0.38,4.98,103.03,-625.79
2023-10-17 22:19:33.5860,1.7,-0.82,4.9,1.36,-0.58,-0.48,5.01,102.77,-626.63
2023-10-17 22:19:33.5960,1.67,-0.8,4.58,1.52,-0.72,-0.53,5.04,103.6,-625.94
2023-10-17 22:19:33.6060,1.56,-0.8,4.53,1.69,-0.87,-0.57,5.32,103.83,-626.71
2023-10-17 22:19:33.6160,0.88,-0.91,4.42,1.87,-0.97,-0.61,5.38,104.58,-625.92
2023-10-17 22:19:33.6260,0.62,-0.89,4.17,2.02,-1.07,-0.65,5.41,104.94,-626.29
2023-10-17 22:19:33.6360,0.5,-0.94,3.75,2.14,-1.15,-0.69,5.64,105.8,-625.98
2023-10-17 22:19:33.6460,0.43,-1.04,3.2,2.21,-1.19,-0.74,5.74,106.16,-626.35
2023-10-17 22:19:33.6560,0.36,-1.1,2.58,2.21,-1.19,-0.79,5.8,107.22,-626.43
2023-10-17 22:19:33.6660,0.29,-1.07,1.95,2.16,-1.17,-0.81,6.29,107.76,-627.22
2023-10-17 22:19:33.6760,0.2,-0.91,1.28,2.08,-1.12,-0.81,6.37,108.96,-627.65
2023-10-17 22:19:33.6860,0.14,-0.77,0.65,2.0,-1.03,-0.78,6.6,109.14,-628.18
2023-10-17 22:19:33.6960,0.1,-0.62,0.13,1.92,-0.9,-0.72,6.32,110.17,-628.15
2023-10-17 22:19:33.7060,0.03,-0.49,-0.31,1.88,-0.77,-0.65,6.49,110.31,-628.52
2023-10-17 22:19:33.7160,-0.01,-0.44,-0.58,1.87,-0.62,-0.58,6.33,111.15,-628.25
2023-10-17 22:19:33.7260,-0.01,-0.49,-0.73,1.89,-0.46,-0.54,6.6,111.36,-629.16
2023-10-17 22:19:33.7370,-0.09,-0.59,-0.81,1.89,-0.35,-0.5,6.19,112.19,-629.28
2023-10-17 22:19:33.7460,-0.16,-0.68,-0.84,1.86,-0.28,-0.46,6.12,112.02,-629.42
2023-10-17 22:19:33.7560,-0.16,-0.84,-0.83,1.83,-0.25,-0.45,6.37,113.11,-629.94
2023-10-17 22:19:33.7670,-0.12,-1.05,-0.73,1.82,-0.26,-0.45,5.62,113.06,-630.03
2023-10-17 22:19:33.7770,-0.09,-1.3,-0.58,1.78,-0.42,-0.5,5.61,113.24,-629.87
2023-10-17 22:19:33.7870,-0.06,-1.57,-0.47,1.6,-1.3,-0.62,5.8,113.58,-630.88
2023-10-17 22:19:33.7970,-0.24,-1.92,0.35,1.53,-1.74,-0.51,6.11,114.61,-631.01
2023-10-17 22:19:33.8070,-0.88,-1.99,3.2,1.41,-2.18,-0.38,5.91,114.69,-631.12
2023-10-17 22:19:33.8170,-0.7,-0.93,1.97,1.15,-2.41,-0.41,6.27,115.06,-631.94
2023-10-17 22:19:33.8270,-1.0,-1.15,2.06,1.27,-2.35,-0.36,6.44,116.23,-633.0
2023-10-17 22:19:33.8370,-0.6,-1.74,1.39,1.44,-2.07,-0.38,6.72,116.01,-633.73
2023-10-17 22:19:33.8470,-0.85,-1.83,0.43,1.56,-1.72,-0.38,6.56,116.42,-635.07
2023-10-17 22:19:33.8570,-0.6,-1.83,-0.09,1.68,-1.34,-0.4,6.34,116.48,-634.55
2023-10-17 22:19:33.8670,-0.66,-2.25,-0.27,1.81,-0.91,-0.46,6.52,116.81,-635.21
2023-10-17 22:19:33.8770,-0.43,-2.51,-0.37,1.98,-0.45,-0.53,6.62,117.23,-635.01
2023-10-17 22:19:33.8870,-0.19,-2.71,-0.54,2.15,0.02,-0.62,6.54,117.83,-635.67
2023-10-17 22:19:33.8970,0.0,-3.02,-0.78,2.27,0.41,-0.75,6.12,117.64,-636.58
2023-10-17 22:19:33.9070,0.21,-3.27,-0.96,2.3,0.66,-0.87,5.88,118.45,-636.14
2023-10-17 22:19:33.9170,0.34,-3.41,-1.01,2.25,0.68,-0.97,5.61,118.36,-635.97
2023-10-17 22:19:33.9280,0.4,-3.42,-0.86,2.2,0.75,-1.08,5.3,118.94,-636.29
2023-10-17 22:19:33.9380,0.4,-3.31,-0.51,2.11,0.82,-1.12,4.9,119.26,-636.69
2023-10-17 22:19:33.9480,-0.61,-2.98,-0.91,1.92,0.76,-1.0,4.69,119.45,-636.88
2023-10-17 22:19:33.9580,-1.73,-2.42,-1.28,1.77,0.46,-0.7,4.49,119.43,-636.76
2023-10-17 22:19:33.9680,-2.14,-1.42,-1.0,1.66,0.01,-0.38,4.38,120.03,-637.0
2023-10-17 22:19:33.9780,-2.28,-0.39,-0.64,1.55,-0.38,-0.14,4.11,119.79,-637.1
2023-10-17 22:19:33.9880,-2.17,0.15,-0.42,1.39,-0.72,0.04,4.13,120.04,-637.11
2023-10-17 22:19:33.9980,-2.29,-0.09,-0.68,1.23,-0.89,0.1,4.48,120.48,-637.32
2023-10-17 22:19:34.0080,-2.47,-0.74,-1.09,1.05,-0.9,0.08,4.27,120.31,-637.94
2023-10-17 22:19:34.0180,-2.0,-1.13,-1.62,0.86,-0.8,0.06,4.68,120.65,-637.79
2023-10-17 22:19:34.0280,-1.82,-1.29,-2.24,0.67,-0.61,0.04,4.51,120.21,-637.84
2023-10-17 22:19:34.0380,-1.83,-1.23,-2.81,0.49,-0.38,0.04,4.62,120.6,-638.22
2023-10-17 22:19:34.0480,-1.8,-0.94,-3.25,0.34,-0.13,0.05,4.43,119.9,-638.23
2023-10-17 22:19:34.0580,-1.71,-0.7,-3.62,0.22,0.1,0.05,4.63,120.62,-637.66
2023-10-17 22:19:34.0680,-1.59,-0.68,-3.81,0.13,0.32,0.04,4.41,119.95,-637.41
2023-10-17 22:19:34.0780,-1.54,-0.75,-3.77,0.03,0.48,0.03,4.48,120.69,-638.3
2023-10-17 22:19:34.0880,-1.54,-0.72,-3.73,-0.1,0.55,0.03,4.48,120.32,-637.77
2023-10-17 22:19:34.0990,-1.46,-0.73,-3.7,-0.29,0.58,0.03,4.24,120.66,-637.55
2023-10-17 22:19:34.1090,-1.35,-0.79,-3.71,-0.51,0.56,0.02,4.26,120.33,-637.71
2023-10-17 22:19:34.1190,-1.17,-0.89,-3.8,-0.77,0.53,0.01,4.74,120.94,-637.48
2023-10-17 22:19:34.1290,-0.97,-1.01,-4.06,-1.11,0.42,-0.02,4.43,119.98,-637.62
2023-10-17 22:19:34.1390,-0.88,-1.14,-4.37,-1.57,0.25,-0.04,4.2,120.37,-637.33
2023-10-17 22:19:34.1490,-0.82,-1.12,-4.84,-2.17,0.17,-0.0,4.28,119.63,-637.26
2023-10-17 22:19:34.1590,-0.82,-1.11,-5.66,-2.86,0.29,0.1,4.23,120.21,-637.18
2023-10-17 22:19:34.1690,-0.76,-1.27,-6.59,-3.53,0.49,0.26,3.95,118.72,-636.03
2023-10-17 22:19:34.1790,-0.89,-1.63,-7.16,-4.08,0.56,0.43,4.29,119.7,-635.69
2023-10-17 22:19:34.1890,-0.95,-2.01,-7.28,-4.49,0.54,0.55,4.42,118.58,-635.52
2023-10-17 22:19:34.1990,-0.79,-2.35,-6.94,-4.81,0.53,0.64,4.28,118.56,-634.25
2023-10-17 22:19:34.2090,-0.73,-2.52,-6.63,-5.11,0.59,0.74,4.56,117.01,-634.14
2023-10-17 22:19:34.2190,-0.94,-2.61,-6.76,-5.39,0.77,0.79,4.52,117.66,-632.84
2023-10-17 22:19:34.2290,-1.07,-2.78,-7.26,-5.62,1.03,0.79,4.71,115.63,-632.8
2023-10-17 22:19:34.2390,-1.03,-3.08,-7.61,-5.84,1.2,0.72,4.49,115.44,-631.39
2023-10-17 22:19:34.2500,-1.18,-3.39,-7.56,-6.06,1.29,0.62,5.0,114.47,-631.3
2023-10-17 22:19:34.2590,-1.29,-3.55,-7.37,-6.3,1.36,0.5,4.65,113.68,-630.5
2023-10-17 22:19:34.2690,-1.23,-3.76,-7.39,-6.61,1.53,0.4,4.81,112.11,-629.23
2023-10-17 22:19:34.2800,-1.29,-4.32,-7.63,-6.92,1.83,0.35,4.68,111.9,-628.62
2023-10-17 22:19:34.2900,-1.42,-5.03,-7.69,-7.17,2.14,0.3,4.71,110.21,-628.82
2023-10-17 22:19:34.3000,-1.58,-5.54,-7.31,-7.31,2.43,0.19,4.56,109.68,-628.08
2023-10-17 22:19:34.3100,-1.7,-6.04,-6.54,-7.36,2.67,-0.04,4.31,107.88,-628.02
2023-10-17 22:19:34.3200,-1.44,-6.45,-5.49,-7.38,2.75,-0.36,4.35,106.77,-626.94
2023-10-17 22:19:34.3300,-0.97,-6.69,-4.15,-7.39,2.65,-0.64,3.84,105.11,-626.3
2023-10-17 22:19:34.3400,-0.54,-6.78,-2.6,-7.36,2.37,-0.84,3.55,104.17,-626.44
2023-10-17 22:19:34.3500,-0.4,-6.9,-1.18,-7.25,1.91,-0.95,3.27,102.56,-626.85
2023-10-17 22:19:34.3600,-0.46,-7.0,0.28,-7.06,1.38,-0.93,3.15,101.97,-626.39
2023-10-17 22:19:34.3700,-0.35,-7.24,2.08,-6.77,0.98,-0.8,3.19,100.79,-627.28
2023-10-17 22:19:34.3800,-0.39,-7.34,4.0,-6.32,0.71,-0.74,2.78,99.66,-626.89
2023-10-17 22:19:34.3900,-0.89,-7.08,5.66,-5.6,0.56,-0.69,3.27,98.59,-627.81
2023-10-17 22:19:34.4000,-1.08,-6.62,7.07,-4.65,0.39,-0.61,2.74,97.73,-627.72
2023-10-17 22:19:34.4100,-1.64,-6.67,8.62,-3.56,0.22,-0.44,3.08,97.17,-628.58
2023-10-17 22:19:34.4200,-2.21,-7.01,10.01,-2.47,0.0,-0.23,2.67,96.31,-628.43
2023-10-17 22:19:34.4310,-2.84,-6.43,10.8,-1.53,-0.22,-0.02,3.23,95.38,-629.56
2023-10-17 22:19:34.4410,-3.49,-5.29,11.39,-0.76,-0.42,0.18,3.3,95.49,-630.56
2023-10-17 22:19:34.4510,-3.67,-4.59,11.43,-0.14,-0.57,0.29,3.35,95.28,-630.28
2023-10-17 22:19:34.4610,-3.64,-3.95,10.97,0.35,-0.61,0.23,3.8,95.23,-630.84
2023-10-17 22:19:34.4710,-3.12,-2.51,10.17,0.75,-0.59,0.15,3.95,95.43,-630.52
2023-10-17 22:19:34.4810,-2.05,-1.01,9.1,1.06,-0.57,0.14,4.14,95.39,-631.91
2023-10-17 22:19:34.4910,-1.73,-0.54,7.95,1.26,-0.54,0.14,4.07,94.98,-630.64
2023-10-17 22:19:34.5010,-1.89,-0.23,6.76,1.38,-0.51,0.14,4.14,95.42,-631.03
2023-10-17 22:19:34.5110,-1.97,0.23,5.68,1.46,-0.53,0.17,4.69,96.47,-630.73
2023-10-17 22:19:34.5210,-1.98,0.39,4.66,1.5,-0.57,0.22,4.64,96.49,-630.54
2023-10-17 22:19:34.5310,-1.97,0.36,3.86,1.49,-0.66,0.28,4.46,96.75,-630.45
2023-10-17 22:19:34.5410,-1.92,0.39,3.18,1.45,-0.73,0.37,5.01,97.0,-630.98
2023-10-17 22:19:34.5510,-1.72,0.39,2.56,1.38,-0.81,0.48,4.79,96.31,-630.25
2023-10-17 22:19:34.5610,-1.54,0.31,1.57,1.31,-0.89,0.62,4.92,96.04,-630.59
2023-10-17 22:19:34.5710,-1.45,0.35,1.27,1.25,-0.95,0.74,4.99,96.4,-630.0
2023-10-17 22:19:34.5810,-1.45,0.35,1.27,1.2,-0.97,0.81,5.45,96.55,-630.83
2023-10-17 22:19:34.5920,-1.32,0.26,1.04,1.15,-0.93,0.86,5.15,96.07,-629.6
2023-10-17 22:19:34.6010,-1.25,0.02,0.75,1.11,-0.8,0.92,5.39,96.04,-630.7
2023-10-17 22:19:34.6120,-1.24,-0.18,0.42,1.08,-0.63,0.97,5.39,96.49,-629.48
2023-10-17 22:19:34.6220,-1.39,-0.28,0.12,1.09,-0.48,1.01,5.45,96.17,-630.6
2023-10-17 22:19:34.6320,-1.6,-0.42,-0.01,1.12,-0.29,1.06,5.23,96.41,-629.69
2023-10-17 22:19:34.6420,-1.75,-0.66,0.02,1.19,-0.12,1.12,5.38,96.03,-629.99
2023-10-17 22:19:34.6520,-1.89,-0.92,0.1,1.3,0.01,1.18,4.98,95.5,-629.36
2023-10-17 22:19:34.6620,-1.94,-1.16,0.35,1.41,0.15,1.24,5.05,95.76,-629.93
2023-10-17 22:19:34.6720,-1.97,-1.27,0.63,1.54,0.29,1.31,4.71,96.0,-628.72
2023-10-17 22:19:34.6820,-1.92,-1.25,0.75,1.64,0.38,1.38,4.1,95.54,-628.92
2023-10-17 22:19:34.6920,-1.94,-1.16,0.74,1.75,0.42,1.43,3.85,96.01,-628.42
2023-10-17 22:19:34.7020,-2.06,-1.21,0.76,1.85,0.44,1.44,3.85,95.75,-628.21
2023-10-17 22:19:34.7120,-2.17,-1.34,0.76,1.92,0.46,1.43,3.55,95.79,-627.43
2023-10-17 22:19:34.7220,-1.92,-1.65,0.5,1.98,0.5,1.41,3.47,95.57,-628.19
2023-10-17 22:19:34.7330,-1.92,-1.65,0.5,1.99,0.54,1.38,3.17,95.86,-626.99
2023-10-17 22:19:34.7420,-1.89,-1.77,0.4,1.99,0.61,1.37,2.84,95.99,-627.31
2023-10-17 22:19:34.7520,-1.87,-1.83,0.39,1.96,0.68,1.38,2.37,96.13,-625.94
2023-10-17 22:19:34.7620,-1.82,-1.84,0.34,1.96,0.76,1.42,2.11,95.87,-626.01
2023-10-17 22:19:34.7720,-1.79,-1.84,0.23,1.99,0.84,1.47,1.9,96.41,-625.84
2023-10-17 22:19:34.7820,-1.83,-1.69,0.15,2.02,0.87,1.5,1.31,96.16,-625.78
2023-10-17 22:19:34.7930,-1.72,-1.66,0.1,2.06,0.91,1.52,0.94,96.59,-624.55
2023-10-17 22:19:34.8030,-1.41,-1.84,0.18,2.09,0.93,1.54,0.49,96.55,-625.02
2023-10-17 22:19:34.8130,-1.03,-2.04,0.19,2.1,0.92,1.54,0.08,96.87,-624.1
2023-10-17 22:19:34.8230,-0.7,-2.05,0.2,2.08,0.85,1.51,-0.51,96.88,-623.75
2023-10-17 22:19:34.8330,-0.22,-2.21,0.22,2.05,0.77,1.48,-1.06,97.25,-623.45
2023-10-17 22:19:34.8430,0.27,-2.27,0.26,2.02,0.68,1.49,-1.15,97.54,-623.45
2023-10-17 22:19:34.8530,0.71,-2.2,0.42,2.0,0.53,1.52,-1.52,98.11,-622.95
2023-10-17 22:19:34.8630,0.73,-1.74,0.6,1.98,0.33,1.55,-1.83,98.22,-622.82
2023-10-17 22:19:34.8730,0.94,-1.55,0.7,1.96,0.16,1.58,-2.13,98.42,-622.38
2023-10-17 22:19:34.8830,1.44,-1.47,0.62,1.93,0.0,1.67,-1.89,99.09,-622.21
2023-10-17 22:19:34.8930,1.8,-1.5,0.5,1.82,-0.13,1.72,-2.45,99.24,-622.23
2023-10-17 22:19:34.9030,1.96,-1.52,0.27,1.66,-0.18,1.72,-2.28,99.93,-621.75
2023-10-17 22:19:34.9130,2.31,-1.25,-0.23,1.44,-0.15,1.7,-2.68,99.98,-621.91
2023-10-17 22:19:34.9230,2.83,-0.93,-0.53,1.25,-0.17,1.63,-2.88,100.05,-621.89
2023-10-17 22:19:34.9340,3.21,-0.36,-0.59,1.12,-0.11,1.49,-2.98,100.45,-621.29
2023-10-17 22:19:34.9440,3.78,-0.2,-0.35,1.05,-0.01,1.25,-2.89,100.58,-621.63
2023-10-17 22:19:34.9540,4.16,-0.28,-0.35,1.03,0.1,1.03,-2.74,100.84,-621.66
2023-10-17 22:19:34.9640,4.59,-0.2,-0.26,1.05,0.22,0.79,-2.99,101.11,-621.09
2023-10-17 22:19:34.9740,4.56,0.42,-0.02,1.11,0.33,0.57,-3.14,101.79,-621.39
2023-10-17 22:19:34.9840,4.79,0.63,0.27,1.19,0.42,0.34,-3.08,101.69,-620.6
2023-10-17 22:19:34.9940,4.78,0.96,0.46,1.25,0.5,0.21,-3.45,101.97,-621.02
2023-10-17 22:19:35.0040,4.8,1.37,0.57,1.29,0.48,0.26,-4.04,102.02,-620.66
2023-10-17 22:19:35.0140,4.5,1.46,0.61,1.32,0.45,0.34,-3.9,102.94,-620.07
2023-10-17 22:19:35.0240,3.1,0.92,0.6,1.33,0.37,0.36,-4.14,103.06,-620.32
2023-10-17 22:19:35.0340,3.1,0.92,0.6,1.34,0.21,0.37,-4.02,103.82,-620.02
2023-10-17 22:19:35.0440,3.0,1.01,0.81,1.33,0.01,0.38,-3.91,103.44,-620.28
2023-10-17 22:19:35.0560,2.87,0.94,0.95,1.29,-0.15,0.38,-3.97,104.11,-619.84
2023-10-17 22:19:35.0640,2.81,0.99,1.04,1.26,-0.3,0.33,-4.06,103.94,-620.21
2023-10-17 22:19:35.0740,2.68,1.12,1.04,1.21,-0.42,0.25,-4.06,104.74,-619.85
2023-10-17 22:19:35.0840,2.7,0.86,0.99,1.15,-0.5,0.15,-3.51,104.34,-620.65
2023-10-17 22:19:35.0940,2.51,0.69,0.8,1.09,-0.58,0.04,-4.0,105.3,-619.92
2023-10-17 22:19:35.1040,2.37,0.59,0.69,1.03,-0.63,-0.07,-3.68,105.11,-620.36
2023-10-17 22:19:35.1140,2.29,0.51,0.61,0.99,-0.68,-0.18,-3.12,105.82,-620.18
2023-10-17 22:19:35.1250,2.25,0.44,0.63,0.95,-0.73,-0.28,-3.27,105.54,-620.64
